year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate,deal_rating
2011,NISSAN,Rogue,S,suv,,jn8as5mv1bw683672,pa,38.0,49127.0,white,black,nissan-infiniti lt,12450.0,13000.0,Fri Mar 06 2015 01:00:00 GMT-0800 (PST),Fair Market
2014,DODGE,Grand Caravan,SXT,minivan,automatic,2c4rdgcg0er341313,fl,3.0,18756.0,blue,black,hertz corporation/gdp,16900.0,15000.0,Mon Jun 08 2015 05:30:00 GMT-0700 (PDT),Great Deal
2014,FORD,Focus,SE,sedan,automatic,1fadp3f23el157847,ca,35.0,35015.0,black,black,avis rac/san leandro,11800.0,11600.0,Wed Feb 11 2015 04:30:00 GMT-0800 (PST),Fair Market
2011,INFINITI,G Sedan,G37x,g sedan,automatic,jn1cv6ar9bm411202,ca,38.0,44362.0,gray,beige,nissan infiniti lt,18250.0,17000.0,Thu Jan 15 2015 04:30:00 GMT-0800 (PST),Good Price
2011,NISSAN,Versa,1.8 S,hatchback,automatic,3n1bc1cp1bl506623,fl,19.0,67472.0,white,gray,capital one auto finance,6150.0,6800.0,Wed Feb 11 2015 01:10:00 GMT-0800 (PST),Fair Market
2013,VOLKSWAGEN,Beetle,2.5L PZEV,hatchback,automatic,3vwjp7at3dm658364,nj,45.0,11221.0,—,black,vw credit prequalified,13600.0,15600.0,Wed Jun 03 2015 02:30:00 GMT-0700 (PDT),Fair Market
2009,FORD,Flex,Limited,wagon,automatic,2fmdk53c49ba12366,in,36.0,95924.0,white,black,tidewater motor credit,11550.0,10200.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST),Good Price
2014,FORD,Fusion,SE,sedan,automatic,1fa6p0h72e5373547,mo,38.0,32657.0,white,black,ars/avis budget group,13050.0,13500.0,Wed Jun 17 2015 03:00:00 GMT-0700 (PDT),Fair Market
2012,JEEP,Wrangler,Unlimited Sahara,suv,automatic,1c4hjwegxcl174220,pa,35.0,37518.0,red,tan,remarketing by ge/fusion auto finance llc,27000.0,26500.0,Fri May 29 2015 02:00:00 GMT-0700 (PDT),Fair Market
2008,GMC,Envoy,SLT,suv,automatic,1gkds13s982241011,mi,3.0,60306.0,gray,black,gateway one lending & finance,9825.0,6800.0,Thu Feb 26 2015 01:30:00 GMT-0800 (PST),Great Deal
2013,FORD,Fusion,SE,sedan,automatic,3fa6p0hr7dr156783,mo,47.0,21039.0,red,beige,ford motor credit company llc,14750.0,16000.0,Tue Jun 09 2015 04:00:00 GMT-0700 (PDT),Fair Market
2012,HONDA,Accord,SE,sedan,automatic,1hgcp2f64ca052988,nj,33.0,32599.0,white,beige,ahfc/honda lease trust/hvt  inc. eot,13200.0,12900.0,Wed Feb 25 2015 01:30:00 GMT-0800 (PST),Fair Market
2012,FORD,F-150,Platinum,supercrew,automatic,1ftfw1et3cfc17982,fl,44.0,74451.0,red,black,autobuy,28600.0,27500.0,Thu Jan 15 2015 01:10:00 GMT-0800 (PST),Good Price
2012,FORD,Explorer,XLT,suv,automatic,1fmhk7d8xcga68657,tx,28.0,73687.0,burgundy,gray,security service fcu (sscu),18250.0,15900.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST),Great Deal
2013,FORD,Escape,SE,suv,automatic,1fmcu9gx1dud00536,oh,45.0,23445.0,green,gray,family ford lincoln,18250.0,18600.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),Fair Market
2014,FORD,F-150,XL,regular cab,automatic,1ftnf1cf4ekd18550,mi,49.0,8696.0,white,gray,u-haul,18650.0,18600.0,Thu Jan 29 2015 01:30:00 GMT-0800 (PST),Fair Market
2012,TOYOTA,Camry,XLE,sedan,automatic,4t1bf1fk2cu594119,ga,4.0,31944.0,silver,gray,world omni financial corporation,15750.0,16800.0,Thu Jan 15 2015 02:00:00 GMT-0800 (PST),Fair Market
2001,VOLKSWAGEN,Passat,GLS 1.8T,sedan,automatic,wvwpd63b51p093755,ca,35.0,144153.0,black,black,hoehn honda,1025.0,2100.0,Wed Jan 07 2015 12:30:00 GMT-0800 (PST),Fair Market
2013,BUICK,Verano,Convenience Group,sedan,automatic,1g4pr5sk6d4191174,fl,4.0,34534.0,blue,gray,kelley buick gmc inc,13100.0,14000.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),Fair Market
2014,CHEVROLET,Cruze,LT Fleet,sedan,,1g1pk5sb5e7295253,oh,49.0,14712.0,silver,black,mike albert limited,13300.0,13600.0,Thu May 28 2015 03:30:00 GMT-0700 (PDT),Fair Market
2013,MERCEDES-BENZ,C-Class,C250,coupe,automatic,wddgj4hb4df979409,nv,38.0,13208.0,—,beige,mercedes-benz financial services,25200.0,23750.0,Thu Jan 22 2015 06:00:00 GMT-0800 (PST),Good Price
1998,PORSCHE,Boxster,Base,convertible,manual,wp0ca2983wu624942,fl,3.0,41718.0,silver,black,rennsport naples llc,8875.0,9400.0,Tue Jun 02 2015 05:00:00 GMT-0700 (PDT),Fair Market
2012,PORSCHE,Cayenne,S,suv,,wp1ab2a28cla49359,pa,38.0,64702.0,black,black,porsche financial services,40300.0,41000.0,Thu Jun 11 2015 02:00:00 GMT-0700 (PDT),Fair Market
2012,HONDA,Civic,LX,sedan,automatic,19xfb2f52ce318183,nj,38.0,15610.0,black,gray,ahfc/honda lease trust/hvt  inc. eot,11500.0,10800.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST),Good Price
2013,HYUNDAI,Sonata,GLS,sedan,automatic,5npeb4ac9dh805052,fl,38.0,29075.0,white,beige,merchants leasing,12800.0,12400.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST),Fair Market
2003,BMW,X5,4.4i,suv,automatic,5uxfb33563lh44929,ca,26.0,102813.0,black,beige,ideal transportation,4075.0,4400.0,Wed Jun 17 2015 05:30:00 GMT-0700 (PDT),Fair Market
2011,HONDA,Civic,LX,sedan,automatic,19xfa1f54be007253,ga,32.0,102903.0,black,gray,gm financial,6950.0,7900.0,Tue Feb 24 2015 01:30:00 GMT-0800 (PST),Fair Market
1997,CADILLAC,Seville,SLS,sedan,automatic,1g6ks52y8vu841313,ca,34.0,49642.0,gold,beige,lexus of marin,1300.0,800.0,Wed Jan 28 2015 04:30:00 GMT-0800 (PST),Fair Market
2012,LINCOLN,Mkt,Base,wagon,automatic,2lmhj5at4cbl51440,pa,39.0,13484.0,white,gray,reedman toll auto world,26700.0,26500.0,Tue Feb 10 2015 01:30:00 GMT-0800 (PST),Fair Market
2014,KIA,Optima,LX Hybrid,sedan,automatic,knagm4ad3e5064956,fl,48.0,12188.0,white,black,kia motors america  inc,17100.0,16000.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST),Good Price
2012,DODGE,Challenger,R/T,coupe,automatic,2c3cdybt8ch315754,az,28.0,52159.0,orange,black,the hertz corporation,20100.0,20800.0,Thu Feb 05 2015 03:30:00 GMT-0800 (PST),Fair Market
2002,LEXUS,Is 300,SportCross,wagon,automatic,jthed192420043214,ga,2.0,216711.0,red,black,toyota of greenville,2700.0,3600.0,Tue Feb 03 2015 05:00:00 GMT-0800 (PST),Fair Market
1999,NAN,Nan,,nan,,1ftnx20f6xea69063,tx,27.0,150090.0,white,gray,ge fleet services for itself/servicer,2825.0,3000.0,Thu Feb 26 2015 03:00:00 GMT-0800 (PST),Fair Market
2013,FORD,Fusion,SE,sedan,automatic,3fa6p0hr7dr292945,tx,41.0,55633.0,silver,black,ge fleet services for itself/servicer,12300.0,11900.0,Thu May 28 2015 04:00:00 GMT-0700 (PDT),Fair Market
2007,HYUNDAI,Tucson,SE,suv,automatic,km8jn12d57u525792,ca,27.0,168185.0,silver,gray,newport acceptance corp,2800.0,2100.0,Wed Feb 18 2015 04:05:00 GMT-0800 (PST),Good Price
2003,INFINITI,G35,Base,sedan,automatic,jnkcv51e13m315343,ca,23.0,104014.0,beige,black,mas financial services,4925.0,3700.0,Wed Jan 07 2015 04:05:00 GMT-0800 (PST),Good Price
2014,FORD,Escape,SE,suv,automatic,1fmcu0gx3eub12632,fl,48.0,20309.0,red,tan,lakeland chrysler dodge jeep,17100.0,16900.0,Thu May 28 2015 02:50:00 GMT-0700 (PDT),Fair Market
2012,FORD,Fusion,SE,sedan,,3fahp0ha9cr398475,fl,38.0,59012.0,silver,black,the hertz corporation,9950.0,9500.0,Wed Jan 28 2015 01:10:00 GMT-0800 (PST),Fair Market
2005,CHEVROLET,Monte Carlo,LS,coupe,automatic,2g1ww12e459250452,az,19.0,127505.0,blue,gray,camelback finance co,2200.0,1000.0,Thu May 21 2015 05:00:00 GMT-0700 (PDT),Good Price
2012,CHRYSLER,200,Touring,sedan,automatic,1c3ccbbb2cn159659,tx,38.0,73737.0,black,black,ge fleet services for itself/servicer,8350.0,8700.0,Thu Jan 08 2015 11:00:00 GMT-0800 (PST),Fair Market
2012,SUBARU,Forester,2.5X Limited PZEV,suv,automatic,jf2shaec7ch461939,ca,36.0,15707.0,blue,black,prestige auto wholesale inc,20300.0,19000.0,Tue Jun 02 2015 05:30:00 GMT-0700 (PDT),Good Price
2011,JAGUAR,Xf,Supercharged,sedan,automatic,sajwa0he2bmr95577,fl,32.0,54973.0,black,black,jpmorgan chase bank n.a.,27500.0,27300.0,Tue Jan 13 2015 04:00:00 GMT-0800 (PST),Fair Market
2014,FORD,E-Series Van,E-250,e-series van,,1ftne2ew4eda42767,pa,39.0,8289.0,white,gray,u-haul,19700.0,19900.0,Fri Jun 19 2015 02:00:00 GMT-0700 (PDT),Fair Market
2012,ACURA,Tl,Base,sedan,,19uua8f24ca033377,pa,35.0,34320.0,black,black,ahfc/honda lease/trust/hvt  inc. eot acuras,18600.0,17800.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST),Good Price
2008,MERCEDES-BENZ,M-Class,ML320 CDI,suv,automatic,4jgbb22e78a364831,tx,38.0,74051.0,beige,tan,pm standley motorcars,17100.0,16000.0,Wed Dec 31 2014 10:20:00 GMT-0800 (PST),Good Price
2005,LEXUS,Es 330,Base,sedan,automatic,jthba30g055136500,pa,4.0,161739.0,blue,gray,car sense incorporated,4800.0,6100.0,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT),Fair Market
2013,LEXUS,Rx 350,Base,suv,automatic,2t2bk1ba5dc160879,pa,42.0,35448.0,—,gray,superior automotive sales i,31200.0,32500.0,Fri May 22 2015 02:00:00 GMT-0700 (PDT),Fair Market
2008,CHEVROLET,Corvette,Base,coupe,automatic,1g1yy26w585130317,tx,41.0,68059.0,black,black,texas direct auto,20900.0,21100.0,Wed Jan 07 2015 10:20:00 GMT-0800 (PST),Fair Market
2012,CHEVROLET,Impala,LT Fleet,sedan,automatic,2g1wg5e32c1224328,nv,19.0,51141.0,white,purple,wells fargo dealer services,9475.0,9700.0,Fri Feb 20 2015 04:00:00 GMT-0800 (PST),Fair Market
2012,FORD,Focus,SE,hatchback,automatic,1fahp3k23cl455187,mi,46.0,52682.0,gray,black,dtg operations inc,8925.0,9100.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST),Fair Market
2010,HYUNDAI,Elantra,GLS,sedan,automatic,kmhdu4ad8au935240,wa,26.0,54243.0,black,beige,hyundai motor finance,6675.0,8000.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST),Fair Market
2009,CHRYSLER,Sebring,LX,sedan,automatic,1c3lc46b99n514406,nc,25.0,96395.0,white,black,dt credit corporation,4625.0,5000.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST),Fair Market
2013,FORD,Fusion,SE,sedan,automatic,3fa6p0h78dr226354,oh,44.0,19909.0,brown,tan,ford motor credit company llc,14700.0,14500.0,Tue Mar 03 2015 01:00:00 GMT-0800 (PST),Fair Market
2012,MAZDA,Mazda3,s Touring,hatchback,automatic,jm1bl1l63c1508855,pa,35.0,28406.0,black,black,jpmorgan chase bank n.a.,12850.0,12800.0,Wed Feb 11 2015 01:30:00 GMT-0800 (PST),Fair Market
2014,TOYOTA,Camry,LE,sedan,automatic,4t1bf1fk6eu355143,ga,41.0,29975.0,black,gray,economy rent a car & sales inc,14700.0,14800.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST),Fair Market
2005,AUDI,S4,quattro,sedan,automatic,waugl68e25a464317,ca,35.0,126468.0,gray,black,bob baker jeep,7725.0,6900.0,Wed Jun 03 2015 05:15:00 GMT-0700 (PDT),Good Price
2005,DODGE,Neon,SXT,sedan,manual,1b3es56c25d289656,ca,33.0,70982.0,silver,black,hertz remarketing,2000.0,1800.0,Thu Feb 26 2015 04:00:00 GMT-0800 (PST),Fair Market
2004,PONTIAC,Grand Am,SE1,sedan,automatic,1g2nf52e84m500338,fl,1.0,130376.0,black,gray,car now acceptance co/joliet,2000.0,300.0,Tue Feb 03 2015 01:33:00 GMT-0800 (PST),Great Deal
2006,SUBARU,Impreza,WRX,wagon,manual,jf1gg79626g813856,va,19.0,152498.0,silver,black,apple fcu,6100.0,1000.0,Wed May 27 2015 02:00:00 GMT-0700 (PDT),Great Deal
2014,LINCOLN,Navigator,Base,suv,automatic,5lmjj2j52eel00939,mo,41.0,36739.0,black,black,ars/avis budget group,38500.0,40100.0,Tue Feb 17 2015 03:00:00 GMT-0800 (PST),Fair Market
2012,FORD,Expedition,EL Limited,suv,automatic,1fmjk1k53cef29006,ca,35.0,66705.0,white,black,american road leasing inc,24700.0,26500.0,Thu Jan 29 2015 04:00:00 GMT-0800 (PST),Fair Market
2011,NISSAN,Maxima,3.5 SV,sedan,automatic,1n4aa5ap7bc860026,fl,39.0,47741.0,black,black,nissan-infiniti lt,15600.0,14800.0,Tue Jan 27 2015 01:30:00 GMT-0800 (PST),Good Price
2014,FORD,Escape,Titanium,suv,automatic,1fmcu9j92eud19267,il,37.0,18929.0,black,black,avis budget group,22800.0,21400.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST),Good Price
2013,FORD,Escape,SE,suv,automatic,1fmcu0gx3duc45888,il,42.0,27768.0,blue,gray,ars/ford-lincoln dealer program,15700.0,15500.0,Thu Jun 11 2015 03:00:00 GMT-0700 (PDT),Fair Market
2014,NISSAN,Pathfinder,SV,suv,automatic,5n1ar2mnxec669972,nv,44.0,28279.0,white,black,enterprise veh exchange/rental,21300.0,22100.0,Fri Dec 19 2014 12:00:00 GMT-0800 (PST),Fair Market
2013,CHEVROLET,Silverado 1500,LS,crew cab,automatic,3gcpkrea7dg272982,ga,27.0,34249.0,gray,—,fifth third bank,23000.0,22900.0,Thu Mar 05 2015 01:30:00 GMT-0800 (PST),Fair Market
2005,MINI,Cooper,Base,hatchback,automatic,wmwrc33575tj69572,va,23.0,107200.0,black,gray,shirlie slack mitsubishi,3750.0,5100.0,Thu Jan 22 2015 01:35:00 GMT-0800 (PST),Fair Market
2011,HONDA,Accord,LX-P,sedan,automatic,1hgcp2f42ba150351,fl,1.0,67721.0,blue,black,regional acceptance corporation / greenville,9775.0,3600.0,Mon Feb 23 2015 01:30:00 GMT-0800 (PST),Great Deal
2005,NAN,Nan,,nan,manual,jm1fe173050160274,tx,1.0,62688.0,silver,black,capital one auto finance,4600.0,2500.0,Thu Feb 12 2015 06:00:00 GMT-0800 (PST),Great Deal
2014,CHEVROLET,Impala Limited,LS Fleet,sedan,automatic,2g1wa5e38e1171882,fl,4.0,12765.0,gray,beige,gm remarketing,12800.0,12600.0,Mon Jan 26 2015 05:00:00 GMT-0800 (PST),Fair Market
2013,FORD,F-150,XLT,supercrew,automatic,1ftfw1etxdkd73123,co,27.0,61477.0,silver,gray,td auto finance,23800.0,21600.0,Wed Dec 31 2014 11:45:00 GMT-0800 (PST),Great Deal
2008,DODGE,Grand Caravan,SE,minivan,automatic,1d8hn44h58b120616,fl,25.0,145553.0,white,gray,santander consumer,3725.0,2800.0,Thu Dec 18 2014 09:50:00 GMT-0800 (PST),Good Price
2013,FORD,Fusion,SE,sedan,automatic,3fa6p0hrxdr107139,il,49.0,25867.0,white,black,ford motor credit company llc,14700.0,15000.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST),Fair Market
2003,AUDI,A4,1.8T quattro,sedan,automatic,waulc68e13a344326,ny,19.0,125506.0,blue,gray,new city funding,3325.0,650.0,Wed Feb 04 2015 02:15:00 GMT-0800 (PST),Great Deal
1998,PONTIAC,Bonneville,SE,sedan,automatic,1g2hx52k3w4222905,va,2.0,173845.0,green,beige,purple heart,800.0,750.0,Thu Feb 05 2015 03:50:00 GMT-0800 (PST),Fair Market
2012,HYUNDAI,Sonata,GLS,sedan,automatic,5npeb4ac4ch410565,oh,49.0,30502.0,gray,gray,hyundai motor finance,11800.0,12200.0,Tue Jan 13 2015 09:30:00 GMT-0800 (PST),Fair Market
2011,JEEP,Wrangler,Unlimited Rubicon,suv,automatic,1j4ba6h12bl613920,ca,5.0,51016.0,white,black,aaero sweet company,26200.0,28000.0,Thu Feb 12 2015 03:30:00 GMT-0800 (PST),Fair Market
2014,DODGE,Avenger,SE,sedan,automatic,1c3cdzab5en234283,tx,28.0,25527.0,red,black,chrysler capital,11700.0,11700.0,Wed Feb 25 2015 02:00:00 GMT-0800 (PST),Fair Market
2015,CHEVROLET,Malibu,LT,sedan,automatic,1g11c5sl9ff103058,fl,3.0,11578.0,black,black,gm remarketing,17300.0,17100.0,Mon Feb 23 2015 05:00:00 GMT-0800 (PST),Fair Market
2014,DODGE,Grand Caravan,R/T,minivan,,2c4rdgeg2er431446,pa,4.0,8656.0,black,black,enterprise holdings/gdp,19350.0,19200.0,Thu Feb 19 2015 01:30:00 GMT-0800 (PST),Fair Market
2011,DODGE,Grand Caravan,Mainstreet,minivan,automatic,2d4rn3dg7br626707,ca,29.0,84856.0,black,black,repo remarketing/visterra credit union,9100.0,8800.0,Wed Feb 18 2015 04:30:00 GMT-0800 (PST),Fair Market
2007,ACURA,Mdx,Base,suv,automatic,2hnyd28337h504219,oh,3.0,91579.0,gray,gray,tri state used auto sales,13950.0,13000.0,Thu Jun 18 2015 03:30:00 GMT-0700 (PDT),Good Price
2007,DODGE,Sprinter Cargo,2500 144 WB,van,automatic,wd0pe745775219962,fl,,107868.0,white,gray,jerry ulm dodge chrysler jeep,13100.0,14200.0,Thu Dec 18 2014 09:45:00 GMT-0800 (PST),Fair Market
2012,JEEP,Grand Cherokee,Laredo,suv,automatic,1c4rjfag8cc135569,oh,35.0,79689.0,gold,gray,wholesale inc # 2,19050.0,17600.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),Good Price
2012,TOYOTA,Camry,SE,sedan,automatic,4t1bf1fk3cu063379,tx,19.0,35134.0,black,black,santander consumer,14450.0,12400.0,Wed Jan 07 2015 10:00:00 GMT-0800 (PST),Great Deal
2003,MERCEDES-BENZ,E-Class,E500,sedan,automatic,wdbuf70j03a144663,va,28.0,76731.0,blue,beige,mcmb financial,5775.0,7500.0,Thu Feb 12 2015 01:20:00 GMT-0800 (PST),Fair Market
2003,HONDA,Civic,EX,sedan,automatic,2hges26763h615427,fl,19.0,154316.0,blue,gray,courtesy toyota of brandon,2475.0,1400.0,Thu May 21 2015 09:20:00 GMT-0700 (PDT),Good Price
2007,HONDA,Ridgeline,RTL,crew cab,automatic,2hjyk16537h512990,ga,29.0,102257.0,black,gray,germain toyota of naples/germain scion of naples,13100.0,14400.0,Thu Jan 22 2015 02:00:00 GMT-0800 (PST),Fair Market
2015,NISSAN,Altima,2.5 S,sedan,automatic,1n4al3ap2fn319054,fl,24.0,9042.0,white,black,florida auto financial group,15200.0,15400.0,Tue Jan 20 2015 01:30:00 GMT-0800 (PST),Fair Market
2011,HONDA,Civic,LX,coupe,automatic,2hgfg1b65bh508347,ga,33.0,63411.0,gray,gray,germain honda of naples,8075.0,8700.0,Thu Feb 12 2015 02:00:00 GMT-0800 (PST),Fair Market
2005,HONDA,Civic,Si,hatchback,manual,shhep33615u503840,tx,36.0,199942.0,black,black,texas direct auto,3125.0,3800.0,Wed Feb 11 2015 02:20:00 GMT-0800 (PST),Fair Market
2014,DODGE,Challenger,SXT,coupe,automatic,2c3cdyag8eh310285,ca,2.0,8927.0,black,black,enterprise vehicle exchange / tra / rental / tulsa,19100.0,15800.0,Tue Jan 06 2015 12:00:00 GMT-0800 (PST),Great Deal
2003,SAAB,9-3,Linear,sedan,automatic,ys3fb49sx31010638,ca,19.0,165496.0,silver,gray,nissan of mission hills,1300.0,1000.0,Thu Mar 05 2015 04:00:00 GMT-0800 (PST),Fair Market
2013,JEEP,Patriot,Latitude,suv,automatic,1c4njrfb5dd222144,az,19.0,30698.0,black,black,jpmorgan chase bank n.a.,15500.0,11800.0,Thu Jan 08 2015 11:00:00 GMT-0800 (PST),Great Deal
2011,DODGE,Grand Caravan,Mainstreet,minivan,automatic,2d4rn3dg6br626245,ca,42.0,72049.0,silver,black,lease plan usa,9825.0,10000.0,Tue Jan 20 2015 04:00:00 GMT-0800 (PST),Fair Market
2001,DODGE,Grand Caravan,Sport,minivan,automatic,2b4gp44341r273114,il,,171682.0,white,—,bettenhausen motor sales inc,700.0,1400.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST),Fair Market
2006,FORD,F-150,King Ranch,supercrew,automatic,1ftpw14516kd31207,az,23.0,116551.0,brown,brown,wells fargo dealer services,13550.0,11700.0,Thu Jan 22 2015 03:00:00 GMT-0800 (PST),Great Deal
2012,CHEVROLET,Malibu,LS,sedan,,1g1zb5e02cf201884,pa,43.0,35837.0,beige,brown,gm financial leasing,10900.0,11000.0,Fri Feb 20 2015 09:00:00 GMT-0800 (PST),Fair Market
2008,GMC,Acadia,SLT-2,suv,automatic,1gker337x8j171385,nc,44.0,123152.0,off-white,red,santander consumer,10600.0,11200.0,Mon Feb 23 2015 01:30:00 GMT-0800 (PST),Fair Market
2012,NISSAN,Maxima,3.5 SV,sedan,automatic,1n4aa5ap1cc827217,nj,39.0,38160.0,silver,black,nissan-infiniti lt,16800.0,18200.0,Wed Jun 10 2015 02:30:00 GMT-0700 (PDT),Fair Market
2012,HYUNDAI,Santa Fe,GLS,suv,automatic,5xyzgdab0cg148738,fl,27.0,58485.0,gray,gray,the hertz corporation,13550.0,14101.0,Wed Feb 25 2015 01:10:00 GMT-0800 (PST),Fair Market
2013,DODGE,Grand Caravan,SXT,minivan,automatic,2c4rdgcg4dr717381,ca,28.0,66310.0,gray,black,the hertz corporation,10900.0,10750.0,Tue Jun 16 2015 05:30:00 GMT-0700 (PDT),Fair Market
2001,CHEVROLET,Venture,LS,minivan,automatic,1gndx03e21d183763,in,2.0,149765.0,green,gray,security auto loans inc,575.0,1200.0,Wed Feb 04 2015 05:30:00 GMT-0800 (PST),Fair Market
2000,NAN,Nan,,nan,automatic,1j4fa49s2yp793690,nc,25.0,162470.0,black,black,hendrick chrysler dodge jeep ram of concord,6000.0,5500.0,Wed Jun 10 2015 07:00:00 GMT-0700 (PDT),Fair Market
2011,NISSAN,Sentra,2.0 S,sedan,automatic,3n1ab6ap5bl672500,tx,22.0,91618.0,blue,gray,regional acceptance corporation / greensboro,6000.0,3700.0,Tue Feb 17 2015 02:30:00 GMT-0800 (PST),Great Deal
2012,NISSAN,Rogue,SV,suv,automatic,jn8as5mv7cw398234,ga,42.0,39205.0,white,black,nissan marshlling,14100.0,13200.0,Tue May 26 2015 02:30:00 GMT-0700 (PDT),Good Price
2013,NISSAN,Altima,3.5 SL,sedan,automatic,1n4bl3apxdc180868,co,43.0,22107.0,black,black,nissan-infiniti lt,16700.0,18700.0,Tue Feb 17 2015 04:00:00 GMT-0800 (PST),Fair Market
2011,CHEVROLET,Equinox,LT2,suv,,2cnalpec4b6370624,pa,37.0,49414.0,—,gray,r hollenshead auto sales inc,13000.0,14800.0,Fri Feb 27 2015 01:00:00 GMT-0800 (PST),Fair Market
2013,FORD,Focus,SE,sedan,automatic,1fadp3f29dl188678,il,19.0,31572.0,gray,black,ford motor credit company llc,10950.0,9300.0,Thu Dec 18 2014 10:00:00 GMT-0800 (PST),Great Deal
2008,BMW,X5,3.0si,suv,automatic,5uxfe43548l004216,ca,43.0,42434.0,blue,black,trade in solutions,18750.0,17400.0,Tue Dec 30 2014 16:00:00 GMT-0800 (PST),Good Price
2004,FORD,Excursion,Eddie Bauer,suv,automatic,1fmnu45s54ec28219,wi,24.0,68360.0,green,tan,zimbrick of middleton,10050.0,7800.0,Wed Jun 03 2015 03:00:00 GMT-0700 (PDT),Great Deal
2012,LEXUS,Ct 200H,Premium,hatchback,automatic,jthkd5bhxc2068679,mn,35.0,102579.0,red,gray,capital one auto finance,14900.0,12200.0,Wed May 27 2015 03:30:00 GMT-0700 (PDT),Great Deal
2006,HONDA,Odyssey,EX-L,minivan,automatic,5fnrl38626b406378,la,,118137.0,silver,—,team honda,6475.0,6100.0,Thu Dec 18 2014 11:00:00 GMT-0800 (PST),Fair Market
2012,FORD,Fusion,SEL,sedan,automatic,3fahp0ja3cr332949,fl,42.0,57150.0,white,gray,the hertz corporation,10950.0,11300.0,Tue Feb 03 2015 01:30:00 GMT-0800 (PST),Fair Market
2007,LEXUS,Es 350,Base,sedan,,jthbj46g172048461,on,23.0,198257.0,silver,beige,mercedes-benz,7025.0,8100.0,Thu Jan 22 2015 10:30:00 GMT-0800 (PST),Fair Market
2003,TOYOTA,Sequoia,Limited,suv,,5tdbt48a03s194728,pa,24.0,243059.0,gray,gray,pohanka lexus,3575.0,3500.0,Fri Jan 02 2015 09:00:00 GMT-0800 (PST),Fair Market
2015,FORD,Explorer,Sport,suv,automatic,1fm5k8gt5fgb33248,ga,48.0,18082.0,silver,black,easy car leasing llc dba brac of birmingham,36600.0,35800.0,Tue Jun 09 2015 02:30:00 GMT-0700 (PDT),Good Price
2012,GMC,Acadia,Denali,suv,automatic,1gkkvted9cj301845,ca,35.0,86942.0,black,black,bill wright toyota,24500.0,22000.0,Thu Jun 18 2015 06:00:00 GMT-0700 (PDT),Great Deal
2014,DODGE,Grand Caravan,R/T,minivan,automatic,2c4rdgegxer337850,pa,46.0,18860.0,gray,black,general american rentals,19000.0,20500.0,Wed Mar 04 2015 01:30:00 GMT-0800 (PST),Fair Market
2007,NISSAN,Altima,2.5 S,sedan,automatic,1n4al21e47n433681,ca,19.0,86275.0,silver,black,north bakersfield toyota scion,6575.0,7800.0,Tue Jan 20 2015 04:00:00 GMT-0800 (PST),Fair Market
2011,NISSAN,Leaf,SL,hatchback,automatic,jn1az0cpxbt007710,tx,44.0,27050.0,silver,beige,nissan-infiniti lt,7600.0,8000.0,Tue Jun 02 2015 03:30:00 GMT-0700 (PDT),Fair Market
2013,JEEP,Wrangler,Unlimited Sport,suv,automatic,1c4bjwdg0dl627754,mo,19.0,36922.0,black,black,car city inc,27100.0,28400.0,Wed Jun 17 2015 03:30:00 GMT-0700 (PDT),Fair Market
2012,INFINITI,G Convertible,G37,g convertible,automatic,jn1cv6fe0cm200574,fl,36.0,19383.0,—,black,nissan infiniti lt,28100.0,29200.0,Tue Mar 03 2015 01:30:00 GMT-0800 (PST),Fair Market
2005,HONDA,Cr-V,Special Edition,suv,automatic,jhlrd78965c001993,nj,35.0,109470.0,black,black,santander consumer,5600.0,6300.0,Wed Jun 17 2015 02:30:00 GMT-0700 (PDT),Fair Market
2014,FORD,Focus,SE,sedan,automatic,1fadp3f24el145884,az,43.0,40282.0,red,gray,avis corporation,11800.0,11500.0,Thu Feb 05 2015 03:30:00 GMT-0800 (PST),Fair Market
2001,BMW,3 Series,325Ci,coupe,automatic,wbabn33401jw58372,tx,21.0,174179.0,black,gray,accion texas,2000.0,1000.0,Wed Feb 25 2015 02:05:00 GMT-0800 (PST),Good Price
2014,DODGE,Grand Caravan,SXT,minivan,automatic,2c4rdgcg1er252950,fl,4.0,26736.0,silver,black,hertz corporation/gdp,16400.0,17000.0,Mon Jun 08 2015 05:30:00 GMT-0700 (PDT),Fair Market
